WBGeneID,Public_name
WBGene00022891,ZK1290.10
WBGene00022893,ZK1290.13
WBGene00023407,cex-1
WBGene00023419,F53F4.16
WBGene00023432,K12B6.9
WBGene00023483,Y75B8A.39
WBGene00023485,ttr-49
WBGene00023487,mrps-24
WBGene00023489,F42A10.9
WBGene00023503,F17C11.13
WBGene00043062,clec-80
WBGene00043147,nspd-6
WBGene00043302,F32D8.11
WBGene00043952,ZC404.2
WBGene00043983,C39D10.11
WBGene00044026,cisd-1
WBGene00044034,Y38E10A.28
WBGene00044063,bpnt-1
WBGene00044065,tag-229
WBGene00044073,tag-244
WBGene00044083,tin-9.2
WBGene00044107,F58G6.9
WBGene00044120,C36B1.13
WBGene00044144,M153.4
WBGene00044160,W10C6.2
WBGene00044163,F49C5.11
WBGene00044166,C54C6.7
WBGene00044206,T26H5.9
WBGene00044207,Y6G8.5
WBGene00044241,C53D6.11
WBGene00044280,W02A2.9
WBGene00044287,F21H12.7
WBGene00044291,C25F9.10
WBGene00044296,F10C1.9
WBGene00044321,mrps-30
WBGene00044332,clec-36
WBGene00044382,Y14H12A.2
WBGene00044387,C27A2.8
WBGene00044396,ZK1290.14
WBGene00044399,
WBGene00044403,fbxa-219
WBGene00044414,C06A5.12
WBGene00044429,T07H3.7
WBGene00044457,C18H7.11
WBGene00044463,W09G12.10
WBGene00044468,Y69A2AL.2
WBGene00044481,ZK185.5
WBGene00044488,Y54G2A.45
WBGene00044500,T19E7.6
WBGene00044515,
WBGene00044527,Y39H10B.2
WBGene00044564,ZK813.6
WBGene00044637,rft-1
WBGene00044644,B0205.13
WBGene00044645,Y51H7BR.8
WBGene00044654,fbxa-85
WBGene00044663,F26G1.10
WBGene00044672,fbxa-4
WBGene00044681,T24C4.8
WBGene00044692,fbxb-91
WBGene00044696,F52E1.14
WBGene00044712,
WBGene00044723,K11H12.11
WBGene00044757,Y55F3BR.11
WBGene00044761,pals-19
WBGene00044770,C53C11.5
WBGene00044776,T02B11.8
WBGene00044783,T26H5.10
WBGene00044792,F59C6.14
WBGene00044797,F13E9.13
WBGene00044901,Y41G9A.10
WBGene00044977,F56C4.4
WBGene00044990,T25B9.11
WBGene00044991,T25B9.12
WBGene00045048,D1007.19
WBGene00045052,K12C11.6
WBGene00045053,K12C11.7
WBGene00045067,F07C6.6
WBGene00045183,T28C6.10
WBGene00045190,R01H2.8
WBGene00045212,Y110A7A.21
WBGene00045245,ttr-34
WBGene00045252,Y62H9A.15
WBGene00045275,F18E3.12
WBGene00045276,F18E3.13
WBGene00045305,ZC250.4
WBGene00045365,ZC449.7
WBGene00045392,F26D11.12
WBGene00045397,Y54G2A.52
WBGene00045400,C54D10.13
WBGene00045416,Y37H2A.14
WBGene00045455,F26G1.11
WBGene00045458,F17B5.8
WBGene00045461,C25F9.14
WBGene00045480,F14F3.5
WBGene00045507,F10A3.17
WBGene00050885,Y94H6A.12
WBGene00050904,Y70C5A.3
WBGene00050906,F20E11.17
WBGene00050957,C10A4.10
WBGene00077525,C41G7.8
WBGene00077546,C01A2.9
WBGene00077559,R05D7.7
WBGene00077593,C49G7.12
WBGene00077684,Y26D4A.21
WBGene00077690,mtp-18
WBGene00077728,T23G11.11
WBGene00077764,F59C6.16
WBGene00077768,K04G2.12
WBGene00138711,R07B1.13
WBGene00185119,
WBGene00194917,Y45F10B.59
WBGene00195011,ZK180.8
