WBGeneID,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00000007,Direct,SET6,Increasing,ClassA
WBGene00000007,Direct,SET6,Increasing,ClassA
WBGene00000008,Direct,SET6,Increasing,ClassA
WBGene00000009,Indirect,SET3,Not_Changing,NA
WBGene00000013,Indirect,SET1,Not_Bound,NA
WBGene00000016,Indirect,SET1,Not_Bound,NA
WBGene00000017,Indirect,SET1,Not_Bound,NA
WBGene00000020,Indirect,SET2,Not_Bound,NA
WBGene00000022,Indirect,SET2,Increasing,NA
WBGene00000033,Indirect,SET1,Not_Bound,NA
WBGene00000034,Indirect,SET2,Not_Bound,NA
WBGene00000044,Indirect,SET6,L3_High,NA
WBGene00000058,Indirect,SET6,Not_Bound,NA
WBGene00000064,Direct,SET2,L3_High,ClassD
WBGene00000064,Direct,SET2,L3_High,ClassD
WBGene00000066,Indirect,SET5,Not_Changing,NA
WBGene00000067,Direct,SET2,Larval,ClassC
WBGene00000067,Direct,SET2,Increasing,ClassC
WBGene00000081,Direct,SET6,Increasing,ClassA
WBGene00000081,Direct,SET6,L3_High,ClassA
WBGene00000083,Indirect,SET6,Not_Bound,NA
WBGene00000084,Indirect,SET3,Increasing,NA
WBGene00000088,Indirect,SET2,Larval,NA
WBGene00000088,Indirect,SET2,Increasing,NA
WBGene00000107,Direct,SET6,Increasing,ClassA
WBGene00000107,Direct,SET6,Increasing,ClassA
WBGene00000109,Indirect,SET6,Increasing,NA
WBGene00000109,Indirect,SET6,Embryo_Specific,NA
WBGene00000109,Indirect,SET6,L3_High,NA
WBGene00000136,Direct,SET6,Increasing,ClassA
WBGene00000136,Direct,SET6,Larval,ClassA
WBGene00000136,Direct,SET6,Increasing,ClassA
WBGene00000139,Indirect,SET6,Not_Bound,NA
WBGene00000144,Indirect,SET2,Not_Bound,NA
WBGene00000172,Direct,SET3,Increasing,ClassB
WBGene00000172,Direct,SET3,Increasing,ClassB
WBGene00000172,Direct,SET3,Increasing,ClassB
WBGene00000200,Indirect,SET2,Increasing,NA
WBGene00000200,Indirect,SET2,L3_High,NA
WBGene00000208,Indirect,SET2,L3_High,NA
WBGene00000208,Indirect,SET2,Increasing,NA
WBGene00000208,Indirect,SET2,Increasing,NA
WBGene00000212,Direct,SET3,Larval,ClassB
WBGene00000212,Direct,SET3,Increasing,ClassB
WBGene00000213,Indirect,SET6,Increasing,NA
WBGene00000213,Indirect,SET6,Larval,NA
WBGene00000214,Direct,SET6,Larval,ClassA
WBGene00000214,Direct,SET6,Increasing,ClassA
WBGene00000214,Direct,SET6,Larval,ClassA
WBGene00000214,Direct,SET6,Larval,ClassA
WBGene00000215,Direct,SET6,Increasing,ClassA
WBGene00000215,Direct,SET6,Increasing,ClassA
WBGene00000216,Direct,SET3,Larval,ClassB
WBGene00000216,Direct,SET3,Increasing,ClassB
WBGene00000216,Direct,SET3,Increasing,ClassB
WBGene00000218,Direct,SET6,Increasing,ClassA
WBGene00000218,Direct,SET6,Larval,ClassA
WBGene00000218,Direct,SET6,Increasing,ClassA
WBGene00000219,Direct,SET3,Increasing,ClassB
WBGene00000219,Direct,SET3,Increasing,ClassB
WBGene00000220,Indirect,SET1,Not_Bound,NA
WBGene00000228,Indirect,SET2,L3_High,NA
WBGene00000228,Indirect,SET2,Increasing,NA
WBGene00000228,Indirect,SET2,Increasing,NA
WBGene00000250,Indirect,SET2,Not_Bound,NA
WBGene00000257,Indirect,SET2,Not_Bound,NA
WBGene00000264,Direct,SET2,L3_High,ClassD
WBGene00000264,Direct,SET2,Increasing,ClassD
WBGene00000264,Direct,SET2,Increasing,ClassD
WBGene00000264,Direct,SET2,Increasing,ClassD
WBGene00000265,Indirect,SET2,Not_Changing,NA
WBGene00000274,Direct,SET2,L3_High,ClassD
WBGene00000294,Direct,SET2,Increasing,ClassD
WBGene00000294,Direct,SET2,Increasing,ClassD
WBGene00000302,Direct,SET6,Increasing,ClassA
WBGene00000372,Indirect,SET6,Not_Bound,NA
WBGene00000395,Indirect,SET6,Not_Bound,NA
WBGene00000396,Indirect,SET6,Not_Bound,NA
WBGene00000397,Indirect,SET3,L3_High,NA
WBGene00000420,Indirect,SET2,Not_Bound,NA
WBGene00000425,Indirect,SET6,Not_Bound,NA
WBGene00000431,Indirect,SET6,Not_Bound,NA
WBGene00000465,Indirect,SET2,Not_Bound,NA
WBGene00000467,Indirect,SET2,Not_Bound,NA
WBGene00000473,Indirect,SET2,Not_Bound,NA
WBGene00000474,Indirect,SET1,Not_Bound,NA
WBGene00000480,Indirect,SET2,Not_Bound,NA
WBGene00000485,Indirect,SET6,Not_Bound,NA
WBGene00000490,Indirect,SET6,Not_Bound,NA
WBGene00000503,Indirect,SET6,Not_Bound,NA
WBGene00000513,Indirect,SET2,Not_Bound,NA
WBGene00000515,Direct,SET6,Increasing,ClassA
WBGene00000515,Direct,SET6,Increasing,ClassA
WBGene00000522,Direct,SET2,Increasing,ClassD
WBGene00000535,Indirect,SET2,Larval,NA
WBGene00000541,Direct,SET3,Larval,ClassB
WBGene00000541,Direct,SET3,L3_High,ClassB
WBGene00000546,Indirect,SET2,Not_Bound,NA
WBGene00000549,Indirect,SET2,Not_Bound,NA
WBGene00000561,Indirect,SET6,Embryo_Specific,NA
WBGene00000562,Direct,SET1,Not_Changing,ClassD
WBGene00000583,Indirect,SET2,Not_Bound,NA
WBGene00000592,Indirect,SET2,Not_Bound,NA
WBGene00000594,Indirect,SET6,L3_High,NA
WBGene00000606,Indirect,SET5,Not_Bound,NA
WBGene00000611,Indirect,SET6,Not_Bound,NA
WBGene00000652,Direct,SET2,Larval,ClassC
WBGene00000666,Indirect,SET5,Not_Bound,NA
WBGene00000674,Indirect,SET2,L3_High,NA
WBGene00000675,Indirect,SET1,Not_Bound,NA
WBGene00000677,Indirect,SET5,Not_Bound,NA
WBGene00000681,Indirect,SET5,Not_Bound,NA
WBGene00000691,Indirect,SET6,L3_High,NA
WBGene00000692,Indirect,SET6,Not_Bound,NA
WBGene00000694,Indirect,SET5,Larval,NA
WBGene00000720,Indirect,SET6,L3_High,NA
WBGene00000739,Indirect,SET6,Not_Bound,NA
WBGene00000740,Indirect,SET6,Not_Bound,NA
WBGene00000741,Indirect,SET6,Not_Bound,NA
WBGene00000770,Indirect,SET2,Not_Bound,NA
WBGene00000772,Indirect,SET2,Not_Bound,NA
WBGene00000780,Indirect,SET2,Not_Bound,NA
WBGene00000781,Direct,SET1,Larval,ClassD
WBGene00000781,Direct,SET1,Larval,ClassD
WBGene00000782,Indirect,SET6,Not_Bound,NA
WBGene00000783,Direct,SET2,Larval,ClassC
WBGene00000783,Direct,SET2,Larval,ClassC
WBGene00000784,Direct,SET3,Increasing,ClassB
WBGene00000784,Direct,SET3,Increasing,ClassB
WBGene00000784,Direct,SET3,Increasing,ClassB
WBGene00000785,Indirect,SET6,Larval,NA
WBGene00000786,Direct,SET6,Increasing,ClassA
WBGene00000786,Direct,SET6,Larval,ClassA
WBGene00000786,Direct,SET6,L3_High,ClassA
WBGene00000789,Direct,SET6,Increasing,ClassA
WBGene00000793,Direct,SET5,Increasing,ClassA
WBGene00000793,Direct,SET5,Increasing,ClassA
WBGene00000793,Direct,SET5,L3_High,ClassA
WBGene00000793,Direct,SET5,L3_High,ClassA
WBGene00000795,Indirect,SET1,Not_Bound,NA
WBGene00000799,Indirect,SET3,Increasing,NA
WBGene00000800,Indirect,SET2,L3_High,NA
WBGene00000802,Direct,SET2,Increasing,ClassD
WBGene00000802,Direct,SET2,Increasing,ClassD
WBGene00000804,Indirect,SET1,L3_High,NA
WBGene00000841,Indirect,SET2,Not_Bound,NA
WBGene00000845,Indirect,SET2,Not_Bound,NA
WBGene00000867,Indirect,SET2,Not_Bound,NA
WBGene00000871,Indirect,SET2,L3_High,NA
WBGene00000871,Indirect,SET2,L3_High,NA
WBGene00000885,Direct,SET2,L3_High,ClassD
WBGene00000885,Direct,SET2,Increasing,ClassD
WBGene00000896,Indirect,SET2,Not_Bound,NA
WBGene00000932,Indirect,SET1,Not_Bound,NA
WBGene00000935,Indirect,SET1,Not_Changing,NA
WBGene00000935,Indirect,SET1,Not_Changing,NA
WBGene00000952,Indirect,SET6,Not_Bound,NA
WBGene00000964,Indirect,SET2,Not_Bound,NA
WBGene00000966,Direct,SET6,L3_High,ClassA
WBGene00000968,Indirect,SET6,Increasing,NA
WBGene00000971,Direct,SET6,Increasing,ClassA
WBGene00000974,Indirect,SET2,Not_Bound,NA
WBGene00000977,Direct,SET6,Larval,ClassA
WBGene00000979,Indirect,SET2,Not_Bound,NA
WBGene00000981,Indirect,SET6,Not_Bound,NA
WBGene00001016,Indirect,SET2,L3_High,NA
WBGene00001044,Indirect,SET2,Not_Bound,NA
WBGene00001046,Direct,SET2,Increasing,ClassD
WBGene00001049,Indirect,SET2,Not_Bound,NA
WBGene00001058,Indirect,SET2,Increasing,NA
WBGene00001059,Indirect,SET1,Not_Bound,NA
WBGene00001068,Indirect,SET5,Not_Bound,NA
WBGene00001080,Indirect,SET5,Increasing,NA
WBGene00001094,Indirect,SET2,Increasing,NA
WBGene00001099,Direct,SET3,Larval,ClassB
WBGene00001099,Direct,SET3,Increasing,ClassB
WBGene00001109,Indirect,SET6,Not_Bound,NA
WBGene00001110,Indirect,SET2,Not_Bound,NA
WBGene00001113,Indirect,SET2,Not_Bound,NA
WBGene00001127,Indirect,SET6,Not_Bound,NA
WBGene00001133,Indirect,SET2,Not_Bound,NA
WBGene00001136,Indirect,SET1,Not_Bound,NA
WBGene00001137,Direct,SET2,Increasing,ClassC
WBGene00001137,Direct,SET2,Larval,ClassC
WBGene00001137,Direct,SET2,Increasing,ClassC
WBGene00001149,Direct,SET2,Increasing,ClassC
WBGene00001149,Direct,SET2,Increasing,ClassC
WBGene00001149,Direct,SET2,Increasing,ClassC
WBGene00001149,Direct,SET2,Increasing,ClassC
WBGene00001156,Indirect,SET6,Not_Bound,NA
WBGene00001157,Direct,SET6,Larval,ClassA
WBGene00001157,Direct,SET6,L3_High,ClassA
WBGene00001158,Direct,SET3,Increasing,ClassC
WBGene00001158,Direct,SET3,Increasing,ClassC
WBGene00001163,Direct,SET6,Larval,ClassA
WBGene00001174,Indirect,SET6,Not_Bound,NA
WBGene00001188,Indirect,SET6,Not_Bound,NA
WBGene00001211,Indirect,SET6,Not_Bound,NA
WBGene00001214,Indirect,SET2,Not_Bound,NA
WBGene00001243,Direct,SET6,Larval,ClassB
WBGene00001247,Direct,SET2,Increasing,ClassC
WBGene00001247,Direct,SET2,Increasing,ClassC
WBGene00001247,Direct,SET2,L3_High,ClassC
WBGene00001250,Indirect,SET6,Not_Bound,NA
WBGene00001263,Indirect,SET2,Not_Bound,NA
WBGene00001328,Indirect,SET1,Not_Bound,NA
WBGene00001401,Indirect,SET2,Not_Bound,NA
WBGene00001402,Indirect,SET2,Increasing,NA
WBGene00001410,Indirect,SET1,Not_Bound,NA
WBGene00001413,Direct,SET2,Not_Changing,ClassD
WBGene00001413,Direct,SET2,Larval,ClassD
WBGene00001450,Indirect,SET6,Not_Bound,NA
WBGene00001456,Indirect,SET2,Not_Bound,NA
WBGene00001457,Indirect,SET6,Not_Bound,NA
WBGene00001458,Indirect,SET6,Not_Bound,NA
WBGene00001459,Indirect,SET6,Not_Bound,NA
WBGene00001463,Indirect,SET6,Not_Bound,NA
WBGene00001465,Indirect,SET4,Not_Bound,NA
WBGene00001468,Direct,SET4,Increasing,ClassB
WBGene00001475,Indirect,SET6,Larval,NA
WBGene00001476,Indirect,SET3,Increasing,NA
WBGene00001481,Indirect,SET2,Not_Bound,NA
WBGene00001482,Indirect,SET2,Not_Bound,NA
WBGene00001500,Direct,SET4,Increasing,ClassB
WBGene00001501,Direct,SET2,Increasing,ClassC
WBGene00001501,Direct,SET2,Larval,ClassC
WBGene00001501,Direct,SET2,Increasing,ClassC
WBGene00001506,Direct,SET3,Increasing,ClassC
WBGene00001514,Indirect,SET2,Not_Bound,NA
WBGene00001571,Indirect,SET2,Not_Bound,NA
WBGene00001577,Indirect,SET2,Not_Changing,NA
WBGene00001578,Direct,SET3,Larval,ClassB
WBGene00001578,Direct,SET3,Increasing,ClassB
WBGene00001581,Direct,SET5,Increasing,ClassB
WBGene00001581,Direct,SET5,Increasing,ClassB
WBGene00001581,Direct,SET5,Larval,ClassB
WBGene00001581,Direct,SET5,Larval,ClassB
WBGene00001588,Indirect,SET6,Not_Bound,NA
WBGene00001595,Indirect,SET2,Not_Bound,NA
WBGene00001597,Direct,SET2,Increasing,ClassD
WBGene00001598,Indirect,SET2,Larval,NA
WBGene00001598,Indirect,SET2,Increasing,NA
WBGene00001599,Indirect,SET2,Not_Bound,NA
WBGene00001600,Indirect,SET2,Not_Bound,NA
WBGene00001601,Indirect,SET2,Not_Bound,NA
WBGene00001606,Indirect,SET2,Not_Bound,NA
WBGene00001607,Indirect,SET2,Not_Bound,NA
WBGene00001609,Indirect,SET1,Not_Bound,NA
WBGene00001629,Indirect,SET2,L3_High,NA
WBGene00001629,Indirect,SET2,Not_Changing,NA
WBGene00001633,Indirect,SET6,Not_Bound,NA
WBGene00001638,Direct,SET3,Larval,ClassC
WBGene00001638,Direct,SET3,Embryo_Specific,ClassC
WBGene00001639,Indirect,SET2,Not_Bound,NA
WBGene00001644,Indirect,SET6,Increasing,NA
WBGene00001647,Indirect,SET2,Not_Bound,NA
WBGene00001663,Direct,SET6,Increasing,ClassA
WBGene00001663,Direct,SET6,Increasing,ClassA
WBGene00001663,Direct,SET6,Larval,ClassA
WBGene00001664,Indirect,SET6,Not_Bound,NA
WBGene00001670,Direct,SET4,Increasing,ClassA
WBGene00001671,Indirect,SET6,Not_Bound,NA
WBGene00001672,Indirect,SET6,Not_Bound,NA
WBGene00001681,Direct,SET6,L3_High,ClassA
WBGene00001687,Indirect,SET3,Not_Bound,NA
WBGene00001711,Indirect,SET1,Not_Bound,NA
WBGene00001735,Indirect,SET2,L3_High,NA
WBGene00001745,Direct,SET5,Increasing,ClassA
WBGene00001745,Direct,SET5,L3_High,ClassA
WBGene00001749,Direct,SET1,Larval,ClassD
WBGene00001754,Direct,SET6,Increasing,ClassA
WBGene00001758,Direct,SET6,Increasing,ClassA
WBGene00001759,Indirect,SET6,Not_Bound,NA
WBGene00001770,Direct,SET3,Increasing,ClassC
WBGene00001772,Indirect,SET1,Not_Bound,NA
WBGene00001774,Direct,SET6,Increasing,ClassA
WBGene00001774,Direct,SET6,L3_High,ClassA
WBGene00001775,Indirect,SET6,Not_Bound,NA
WBGene00001782,Indirect,SET6,Not_Bound,NA
WBGene00001783,Indirect,SET6,Not_Bound,NA
WBGene00001784,Direct,SET2,Increasing,ClassC
WBGene00001786,Direct,SET6,Larval,ClassA
WBGene00001794,Direct,SET2,Increasing,ClassD
WBGene00001794,Direct,SET2,Increasing,ClassD
WBGene00001795,Direct,SET6,Increasing,ClassB
WBGene00001795,Direct,SET6,Increasing,ClassB
WBGene00001795,Direct,SET6,Increasing,ClassB
WBGene00001795,Direct,SET6,Increasing,ClassB
WBGene00001795,Direct,SET6,Increasing,ClassB
WBGene00001803,Indirect,SET6,L3_High,NA
WBGene00001812,Indirect,SET1,Increasing,NA
WBGene00001814,Direct,SET6,Increasing,ClassA
WBGene00001814,Direct,SET6,Larval,ClassA
WBGene00001814,Direct,SET6,L3_High,ClassA
WBGene00001817,Indirect,SET2,Not_Bound,NA
WBGene00001819,Direct,SET6,Increasing,ClassA
WBGene00001819,Direct,SET6,L3_High,ClassA
WBGene00001830,Indirect,SET1,Not_Bound,NA
WBGene00001832,Indirect,SET2,Not_Bound,NA
WBGene00001855,Indirect,SET2,Not_Bound,NA
WBGene00001856,Indirect,SET2,Not_Bound,NA
WBGene00001862,Indirect,SET2,Not_Bound,NA
WBGene00001863,Direct,SET2,Embryo_Specific,ClassD
WBGene00001872,Indirect,SET2,Not_Bound,NA
WBGene00001876,Indirect,SET5,Not_Bound,NA
WBGene00001898,Direct,SET5,L3_High,ClassA
WBGene00001933,Indirect,SET5,Not_Bound,NA
WBGene00001973,Indirect,SET2,Not_Bound,NA
WBGene00001977,Indirect,SET2,Increasing,NA
WBGene00001983,Indirect,SET2,Larval,NA
WBGene00001985,Indirect,SET2,Not_Bound,NA
WBGene00001989,Indirect,SET6,Not_Bound,NA
WBGene00001994,Direct,SET5,Larval,ClassA
WBGene00001994,Direct,SET5,Increasing,ClassA
WBGene00001994,Direct,SET5,L3_High,ClassA
WBGene00001998,Indirect,SET2,Not_Bound,NA
WBGene00002005,Direct,SET2,L3_High,ClassD
WBGene00002005,Direct,SET2,Increasing,ClassD
WBGene00002012,Indirect,SET6,Not_Bound,NA
WBGene00002013,Indirect,SET6,Not_Bound,NA
WBGene00002016,Direct,SET1,Larval,ClassD
WBGene00002018,Indirect,SET1,Not_Bound,NA
WBGene00002021,Direct,SET2,Increasing,ClassD
WBGene00002021,Direct,SET2,Increasing,ClassD
WBGene00002023,Indirect,SET2,Increasing,NA
WBGene00002023,Indirect,SET2,Increasing,NA
WBGene00002023,Indirect,SET2,Increasing,NA
WBGene00002024,Indirect,SET1,Not_Bound,NA
WBGene00002025,Direct,SET5,L3_High,ClassA
WBGene00002026,Indirect,SET2,Not_Bound,NA
WBGene00002032,Direct,SET2,Increasing,ClassD
WBGene00002033,Indirect,SET2,Not_Bound,NA
WBGene00002034,Indirect,SET2,Not_Bound,NA
WBGene00002035,Indirect,SET2,Not_Bound,NA
WBGene00002038,Direct,SET2,Increasing,ClassC
WBGene00002038,Direct,SET2,L3_High,ClassC
WBGene00002040,Indirect,SET2,Not_Bound,NA
WBGene00002041,Direct,SET3,Larval,ClassC
WBGene00002041,Direct,SET3,Larval,ClassC
WBGene00002043,Direct,SET2,L3_High,ClassC
WBGene00002043,Direct,SET2,Increasing,ClassC
WBGene00002043,Direct,SET2,Increasing,ClassC
WBGene00002050,Indirect,SET2,Not_Bound,NA
WBGene00002054,Direct,SET3,Larval,ClassB
WBGene00002054,Direct,SET3,Larval,ClassB
WBGene00002054,Direct,SET3,Larval,ClassB
WBGene00002054,Direct,SET3,Increasing,ClassB
WBGene00002055,Direct,SET3,Larval,ClassB
WBGene00002055,Direct,SET3,Larval,ClassB
WBGene00002057,Direct,SET3,Larval,ClassB
WBGene00002057,Direct,SET3,Larval,ClassB
WBGene00002057,Direct,SET3,Increasing,ClassB
WBGene00002058,Direct,SET6,Larval,ClassB
WBGene00002058,Direct,SET6,Increasing,ClassB
WBGene00002063,Indirect,SET2,L3_High,NA
WBGene00002064,Indirect,SET1,Increasing,NA
WBGene00002068,Direct,SET2,Increasing,ClassD
WBGene00002073,Direct,SET2,Increasing,ClassD
WBGene00002094,Direct,SET2,Larval,ClassC
WBGene00002095,Direct,SET4,Increasing,ClassB
WBGene00002095,Direct,SET4,Larval,ClassB
WBGene00002095,Direct,SET4,Increasing,ClassB
WBGene00002118,Direct,SET6,Larval,ClassA
WBGene00002118,Direct,SET6,Increasing,ClassA
WBGene00002124,Indirect,SET2,L3_High,NA
WBGene00002125,Indirect,SET2,Not_Bound,NA
WBGene00002130,Indirect,SET2,Not_Bound,NA
WBGene00002131,Indirect,SET2,Not_Bound,NA
WBGene00002136,Indirect,SET2,Increasing,NA
WBGene00002137,Direct,SET3,Increasing,ClassB
WBGene00002138,Indirect,SET3,Not_Changing,NA
WBGene00002139,Indirect,SET3,Not_Bound,NA
WBGene00002140,Indirect,SET1,Not_Bound,NA
WBGene00002143,Indirect,SET2,Not_Bound,NA
WBGene00002144,Indirect,SET1,Not_Bound,NA
WBGene00002174,Indirect,SET2,Increasing,NA
WBGene00002174,Indirect,SET2,Larval,NA
WBGene00002188,Direct,SET6,Larval,ClassA
WBGene00002195,Indirect,SET1,Not_Bound,NA
WBGene00002214,Indirect,SET2,Not_Bound,NA
WBGene00002225,Indirect,SET2,Not_Bound,NA
WBGene00002228,Indirect,SET2,Not_Bound,NA
WBGene00002234,Direct,SET3,Larval,ClassB
WBGene00002234,Direct,SET3,Increasing,ClassB
WBGene00002246,Indirect,SET2,Not_Bound,NA
WBGene00002247,Indirect,SET2,Not_Bound,NA
WBGene00002253,Indirect,SET6,Not_Bound,NA
WBGene00002255,Direct,SET1,Increasing,ClassD
WBGene00002258,Indirect,SET3,Not_Bound,NA
WBGene00002259,Direct,SET6,Increasing,ClassA
WBGene00002259,Direct,SET6,Increasing,ClassA
WBGene00002260,Direct,SET3,Increasing,ClassC
WBGene00002263,Direct,SET2,Larval,ClassD
WBGene00002264,Direct,SET2,L3_High,ClassD
WBGene00002264,Direct,SET2,Larval,ClassD
WBGene00002264,Direct,SET2,L3_High,ClassD
WBGene00002264,Direct,SET2,Increasing,ClassD
WBGene00002268,Indirect,SET2,Not_Bound,NA
WBGene00002269,Direct,SET2,Larval,ClassD
WBGene00002269,Direct,SET2,Larval,ClassD
WBGene00002269,Direct,SET2,Larval,ClassD
WBGene00002270,Indirect,SET1,Increasing,NA
WBGene00002271,Direct,SET1,Increasing,ClassD
WBGene00002273,Direct,SET2,Increasing,ClassC
WBGene00002274,Direct,SET2,Larval,ClassC
WBGene00002275,Direct,SET1,Embryo_Specific,ClassD
WBGene00002275,Direct,SET1,Embryo_Specific,ClassD
WBGene00002276,Direct,SET2,Increasing,ClassD
WBGene00002280,Direct,SET2,L3_High,ClassD
WBGene00002299,Direct,SET6,Increasing,ClassA
WBGene00002299,Direct,SET6,Larval,ClassA
WBGene00002299,Direct,SET6,Increasing,ClassA
WBGene00002368,Indirect,SET2,Not_Bound,NA
WBGene00002497,Direct,SET2,L3_High,ClassD
WBGene00002497,Direct,SET2,Increasing,ClassD
WBGene00002601,Indirect,SET1,Not_Bound,NA
WBGene00002827,Indirect,SET6,Not_Bound,NA
WBGene00002915,Direct,SET5,Increasing,ClassA
WBGene00002915,Direct,SET5,L3_High,ClassA
WBGene00002992,Indirect,SET2,Not_Bound,NA
WBGene00003001,Indirect,SET2,Increasing,NA
WBGene00003001,Indirect,SET2,Increasing,NA
WBGene00003001,Indirect,SET2,Increasing,NA
WBGene00003015,Indirect,SET6,Not_Bound,NA
WBGene00003017,Indirect,SET6,Not_Bound,NA
WBGene00003029,Indirect,SET6,Not_Bound,NA
WBGene00003033,Indirect,SET6,Embryo_Specific,NA
WBGene00003055,Indirect,SET6,Not_Bound,NA
WBGene00003056,Direct,SET2,Increasing,ClassC
WBGene00003056,Direct,SET2,Larval,ClassC
WBGene00003060,Indirect,SET4,Embryo_Specific,NA
WBGene00003071,Indirect,SET6,Not_Bound,NA
WBGene00003083,Indirect,SET2,Increasing,NA
WBGene00003083,Indirect,SET2,Increasing,NA
WBGene00003086,Indirect,SET2,Not_Bound,NA
WBGene00003090,Direct,SET6,Increasing,ClassA
WBGene00003090,Direct,SET6,Larval,ClassA
WBGene00003091,Direct,SET6,Increasing,ClassB
WBGene00003091,Direct,SET6,Larval,ClassB
WBGene00003092,Indirect,SET1,Not_Bound,NA
WBGene00003093,Direct,SET6,Larval,ClassA
WBGene00003096,Direct,SET6,Larval,ClassA
WBGene00003097,Direct,SET3,Increasing,ClassC
WBGene00003097,Direct,SET3,Larval,ClassC
WBGene00003106,Direct,SET6,L3_High,ClassA
WBGene00003114,Indirect,SET2,Not_Bound,NA
WBGene00003148,Indirect,SET2,L3_High,NA
WBGene00003167,Indirect,SET6,Not_Bound,NA
WBGene00003173,Indirect,SET6,Not_Bound,NA
WBGene00003174,Direct,SET6,Larval,ClassA
WBGene00003228,Indirect,SET2,Not_Bound,NA
WBGene00003230,Indirect,SET2,Not_Bound,NA
WBGene00003231,Indirect,SET2,Not_Bound,NA
WBGene00003242,Indirect,SET2,Embryo_Specific,NA
WBGene00003243,Direct,SET2,L3_High,ClassD
WBGene00003243,Direct,SET2,Not_Changing,ClassD
WBGene00003243,Direct,SET2,Increasing,ClassD
WBGene00003243,Direct,SET2,Not_Changing,ClassD
WBGene00003243,Direct,SET2,Increasing,ClassD
WBGene00003243,Direct,SET2,L3_High,ClassD
WBGene00003375,Indirect,SET1,Not_Bound,NA
WBGene00003376,Indirect,SET6,Not_Bound,NA
WBGene00003377,Indirect,SET2,Not_Bound,NA
WBGene00003395,Indirect,SET2,Not_Bound,NA
WBGene00003402,Direct,SET6,Increasing,ClassA
WBGene00003402,Direct,SET6,L3_High,ClassA
WBGene00003404,Indirect,SET6,Not_Bound,NA
WBGene00003405,Indirect,SET2,Not_Bound,NA
WBGene00003408,Indirect,SET2,Not_Bound,NA
WBGene00003409,Direct,SET6,Increasing,ClassA
WBGene00003410,Indirect,SET3,Not_Bound,NA
WBGene00003411,Direct,SET3,Larval,ClassB
WBGene00003411,Direct,SET3,Larval,ClassB
WBGene00003411,Direct,SET3,Larval,ClassB
WBGene00003411,Direct,SET3,Increasing,ClassB
WBGene00003421,Indirect,SET2,Not_Bound,NA
WBGene00003422,Indirect,SET2,Not_Changing,NA
WBGene00003473,Direct,SET6,Increasing,ClassA
WBGene00003474,Direct,SET6,Increasing,ClassA
WBGene00003482,Indirect,SET6,Not_Bound,NA
WBGene00003485,Indirect,SET1,Not_Bound,NA
WBGene00003497,Direct,SET6,Increasing,ClassA
WBGene00003504,Indirect,SET2,Not_Bound,NA
WBGene00003511,Direct,SET1,Increasing,ClassD
WBGene00003511,Direct,SET1,Increasing,ClassD
WBGene00003511,Direct,SET1,Larval,ClassD
WBGene00003511,Direct,SET1,Increasing,ClassD
WBGene00003511,Direct,SET1,Larval,ClassD
WBGene00003518,Indirect,SET3,L3_High,NA
WBGene00003520,Indirect,SET2,Not_Bound,NA
WBGene00003524,Indirect,SET1,Not_Bound,NA
WBGene00003527,Indirect,SET3,Not_Bound,NA
WBGene00003531,Indirect,SET2,Not_Bound,NA
WBGene00003533,Indirect,SET2,Not_Bound,NA
WBGene00003544,Indirect,SET2,Not_Bound,NA
WBGene00003546,Indirect,SET6,Not_Bound,NA
WBGene00003547,Direct,SET6,Increasing,ClassA
WBGene00003559,Direct,SET5,Increasing,ClassA
WBGene00003559,Direct,SET5,Increasing,ClassA
WBGene00003559,Direct,SET5,Larval,ClassA
WBGene00003559,Direct,SET5,Increasing,ClassA
WBGene00003559,Direct,SET5,L3_High,ClassA
WBGene00003559,Direct,SET5,Increasing,ClassA
WBGene00003559,Direct,SET5,Larval,ClassA
WBGene00003559,Direct,SET5,Larval,ClassA
WBGene00003559,Direct,SET5,Increasing,ClassA
WBGene00003559,Direct,SET5,Increasing,ClassA
WBGene00003561,Direct,SET2,Increasing,ClassC
WBGene00003561,Direct,SET2,Increasing,ClassC
WBGene00003561,Direct,SET2,Increasing,ClassC
WBGene00003572,Direct,SET3,Larval,ClassB
WBGene00003572,Direct,SET3,Increasing,ClassB
WBGene00003572,Direct,SET3,Increasing,ClassB
WBGene00003573,Indirect,SET2,Not_Bound,NA
WBGene00003577,Indirect,SET6,L3_High,NA
WBGene00003588,Indirect,SET2,Increasing,NA
WBGene00003589,Indirect,SET2,Increasing,NA
WBGene00003589,Indirect,SET2,Increasing,NA
WBGene00003590,Indirect,SET2,Not_Bound,NA
WBGene00003597,Indirect,SET2,Not_Bound,NA
WBGene00003606,Indirect,SET2,Not_Bound,NA
WBGene00003607,Direct,SET3,Increasing,ClassB
WBGene00003621,Direct,SET6,Increasing,ClassB
WBGene00003645,Indirect,SET2,Increasing,NA
WBGene00003645,Indirect,SET2,Larval,NA
WBGene00003645,Indirect,SET2,Increasing,NA
WBGene00003648,Direct,SET1,L3_High,ClassD
WBGene00003653,Indirect,SET2,Not_Bound,NA
WBGene00003657,Indirect,SET1,Not_Bound,NA
WBGene00003675,Indirect,SET6,Not_Bound,NA
WBGene00003678,Direct,SET6,Increasing,ClassA
WBGene00003678,Direct,SET6,Increasing,ClassA
WBGene00003678,Direct,SET6,L3_High,ClassA
