Gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
F40B5.1,3.55070077,-2.583045578,-2.753383414,1.37353134,-1.662172177,0.096478257,0.123923476
F45D11.1,91.63441353,6.589637254,6.652828773,0.533213447,11.79572138,4.11E-32,1.91E-31
F40C5.2,7.447803688,-5.279648212,-5.649332647,1.371547054,-3.630679821,0.000282676,0.00048475
F40D4.12,2.400712978,2.993533113,3.516669339,1.958599623,1.375234163,0.16905886,0.208074657
F40D4.17,14.30047638,-6.258767145,-6.596591893,1.221158372,-4.879602255,1.06E-06,2.16E-06
F40E10.1,7.610157563,-2.194955178,-2.318474158,1.238027987,-1.530623861,0.125862381,0.158539668
F40E10.2,2.3720796,-2.714857272,-2.934688551,1.495861758,-1.614358586,0.106449669,0.135778772
F40E10.3,554.3893415,-7.14404107,-7.180143126,0.391771761,-17.46945992,2.45E-68,2.36E-67
F40E10.4,10.48024794,-4.898872939,-5.164517398,1.228624281,-3.743107645,0.000181758,0.000316724
F40E10.5,1.80919035,-1.486251169,-1.715543394,1.953901572,-0.607119205,0.543771806,0.604850959
T04F3.4,104.2894616,3.292182174,3.299127148,0.253683017,11.7949645,4.14E-32,1.93E-31
F40E12.2,2.60479931,-3.775701255,-4.135475053,1.566225142,-2.219158129,0.026475969,0.036995221
F40E3.2,220.5555361,-2.59808731,-2.6018654,0.211487649,-10.86629558,1.67E-27,6.93E-27
F40E3.5,4.39497254,-2.501012826,-2.697339284,1.396085665,-1.576560008,0.114896801,0.145742933
F40E3.7,4.331352873,-1.640985563,-1.703265477,1.036606609,-1.29363015,0.195793203,0.237880515
D2030.5,543.1234489,1.846274179,1.847309829,0.131158424,11.78936231,4.43E-32,2.06E-31
F40F11.2,1199.947154,0.473813948,0.474177083,0.153144679,1.134965639,0.256389716,0.303072726
F40F11.3,235.7122944,-0.523457438,-0.523967829,0.172492843,-1.295459181,0.195161874,0.237153334
K10B4.3,216.9704695,2.719701179,2.723446777,0.205269065,11.78794857,4.50E-32,2.09E-31
C36B1.9,333.3726764,1.831228259,1.832237621,0.129933338,11.78472195,4.68E-32,2.17E-31
F40F12.3,11.59485368,2.034079874,2.112142922,1.0380106,1.670580122,0.094804641,0.121925414
F40F12.5,1352.274813,-0.384712868,-0.384796397,0.08159223,-1.038246753,0.299155191,0.348974161
C03G6.19,250.0084437,2.634288342,2.63768302,0.198197922,11.77756211,5.09E-32,2.37E-31
F46F11.5,3464.85237,1.599420743,1.600056834,0.110385377,11.77167459,5.46E-32,2.53E-31
F40F4.1,2.34630555,-3.627511895,-3.992855611,1.603915924,-2.074617407,0.038022008,0.052076751
F40F4.2,657.3229114,-8.878947856,-8.998753074,0.622680987,-13.77743665,3.48E-43,2.04E-42
F40F4.3,144.0118215,-5.035643798,-5.069823502,0.449704859,-10.53055956,6.25E-26,2.50E-25
F40F4.4,247.9930181,-0.468370123,-0.468751012,0.157637899,-1.0680815,0.28548375,0.334131309
F40F4.5,7.80022642,-4.483174599,-4.733900734,1.249099841,-3.34895135,0.00081118,0.0013344
ZK1193.3,203.3150874,3.253244544,3.259923987,0.250904872,11.77037543,5.55E-32,2.57E-31
F40F4.7,229.3839346,-0.069331911,-0.069410427,0.186247197,0,1,1
F40F4.8,14.79717103,-6.296323738,-6.643542785,1.232987296,-4.863248599,1.15E-06,2.34E-06
F40F8.1,305.8062398,-1.464836004,-1.465943938,0.15248374,-7.639083377,2.19E-14,6.34E-14
Y48G10A.3,604.8210933,1.471527138,1.472002414,0.099534153,11.77010202,5.57E-32,2.58E-31
F40F8.11,468.1446489,-3.002219129,-3.005293804,0.176214635,-15.33481671,4.48E-53,3.24E-52
F40F8.3,35.21323127,-0.455218974,-0.457138613,0.358216054,-0.433311048,0.664788813,0.728752495
F40F8.4,27.76829226,-3.765223624,-3.81765797,0.637136117,-5.43874932,5.37E-08,1.18E-07
T04C10.2,2073.165491,1.493563227,1.494065972,0.101560626,11.75222402,6.88E-32,3.18E-31
T25G12.13,101.752231,4.756387567,4.779185269,0.379457456,11.74410333,7.57E-32,3.50E-31
F43B10.2,266.7702708,3.114255666,3.120121755,0.23966768,11.74232447,7.73E-32,3.57E-31
F40F8.9,264.3088556,-1.198820088,-1.199931099,0.168559133,-5.332372511,9.69E-08,2.10E-07
F40F9.1,329.0508481,-2.227461453,-2.229324141,0.160270632,-12.02629223,2.59E-33,1.24E-32
F40F9.10,3.861597462,1.13499985,1.175510944,1.018140066,0.820122769,0.412146123,0.468680876
W05H7.1,292.3125853,3.364054238,3.371595836,0.261052978,11.73728897,8.21E-32,3.79E-31
F40F9.3,5.116950778,-3.597029326,-4.05073479,1.657668972,-1.988955203,0.046706148,0.063180902
Y34D9A.8,91.35798927,3.542744703,3.551604556,0.276302253,11.73622243,8.31E-32,3.84E-31
K07A9.4,89.92996986,4.07406692,4.088016067,0.321583346,11.73589045,8.34E-32,3.85E-31
T21D12.7,166.9151868,8.561347183,8.710783682,0.704334526,11.72929465,9.02E-32,4.16E-31
F35E8.8,90.47800332,5.547793277,5.585304491,0.447972835,11.71453461,1.07E-31,4.95E-31
F40G12.10,3.424887522,-2.853729386,-3.390216206,1.917262285,-1.331966631,0.182871154,0.22336328
F40G12.11,138.1027669,-8.530097174,-8.906022263,1.086768157,-7.573001768,3.65E-14,1.05E-13
F40G12.2,1.43584593,-2.90131511,-3.287708363,1.795356945,-1.448912494,0.147362021,0.183574023
F40G9.1,237.1866106,-0.09907308,-0.099141057,0.144866726,0,1,1
F40G9.11,285.9302052,-0.449326187,-0.449597197,0.135859519,-1.099122001,0.271714854,0.319568321
F40G9.12,1.666887806,-3.046385693,-3.499721598,1.873961889,-1.465550452,0.142770798,0.178300095
F40G9.15,3.188645437,-1.047259089,-1.120684654,1.395680223,-0.535408524,0.592367397,0.654574123
F40G9.17,143.3545917,-0.497307529,-0.498145956,0.226903128,-0.86956725,0.384536942,0.439115007
F40G9.18,3.164263081,-3.935507787,-4.431061813,1.759165441,-2.066609372,0.038770977,0.053037284
F40G9.2,75.81846793,-1.464032807,-1.467540563,0.270142657,-4.308955938,1.64E-05,3.09E-05
F40G9.3,1033.37622,-0.166285183,-0.166325505,0.08617182,0,1,1
F40G9.4,6.819697199,-0.526262757,-0.539473144,0.858180577,-0.263654018,0.79204653,0.855732233
R160.7,516.835491,1.883153248,1.884278684,0.135162997,11.71291911,1.09E-31,5.04E-31
F40G9.6,1.755364821,-2.230245581,-2.471321681,1.70086788,-1.134859212,0.256434312,0.303100661
F40G9.9,3.712315071,-4.282083141,-4.660556462,1.518953322,-2.621596782,0.008751891,0.012965964
F40H3.1,143.4412378,0.726033125,0.728491337,0.321697124,1.324329914,0.1853935,0.226119388
F40H3.2,20.27559695,-5.846409055,-6.128050382,1.152940219,-4.810664911,1.50E-06,3.03E-06
F40H3.4,1.13135506,-2.544022483,-2.933655342,1.891477954,-1.186385746,0.235469998,0.280430415
F40H3.5,1.709871925,-3.161966202,-3.532783423,1.706278257,-1.677315051,0.093480891,0.120394328
F40H3.6,5.78098204,-4.963010725,-5.293970715,1.342801116,-3.472599679,0.000515444,0.000863432
F40H6.1,1.854330948,-2.895497021,-3.644008124,2.264416778,-1.14620994,0.251708296,0.298099487
F40H6.4,16.98847365,-5.556331205,-5.876226666,1.265920534,-4.152181012,3.29E-05,6.08E-05
F40H6.6,13.91310242,-3.588182516,-3.675418594,0.838112235,-3.923320027,8.73E-05,0.00015649
F41A4.1,1.693740095,-3.062865618,-3.515463149,1.867759452,-1.479240604,0.139076021,0.174001481
F41B4.1,30.81881383,-7.333273477,-7.702051462,1.182546195,-5.947567636,2.72E-09,6.42E-09
F41B4.2,12.95788389,-3.90089285,-4.033980404,0.984083191,-3.659134597,0.000253068,0.000435527
F41B4.3,19.77193117,0.413248892,0.417164435,0.535748695,0.211384355,0.832587364,0.896117629
C50D2.7,521.6751217,1.599658573,1.600301032,0.110967457,11.71206951,1.11E-31,5.09E-31
ZK287.4,85.2791787,4.238850386,4.25470876,0.336352516,11.71048289,1.13E-31,5.19E-31
Y66D12A.24,176.5775128,2.655150465,2.658675793,0.20113981,11.70902201,1.15E-31,5.27E-31
Y82E9BR.13,103.8618276,3.505811495,3.514489539,0.273982578,11.70078592,1.26E-31,5.81E-31
R10E8.6,134.2840669,2.9608898,2.965924219,0.227465869,11.69797393,1.31E-31,6.00E-31
C41G7.8,81.67047111,4.611626941,4.632220007,0.368588783,11.69766184,1.31E-31,6.02E-31
Y38F2AL.3,3271.446364,1.727702717,1.728543157,0.122076745,11.6951244,1.35E-31,6.20E-31
F58G6.9,302.5410031,2.903621052,2.908326552,0.222946717,11.67822106,1.65E-31,7.56E-31
F41C3.11,12.27060692,-6.025897421,-6.375876045,1.262222978,-4.536359676,5.72E-06,1.11E-05
F41C3.2,13.63535711,0.103524128,0.104744672,0.591047244,0,1,1
F44D12.9,257.0435542,2.324797424,2.327076471,0.173472484,11.67215331,1.77E-31,8.11E-31
F41C3.4,333.3222499,-0.172851816,-0.172939565,0.124642169,0,1,1
F41C3.5,1330.436692,-5.619315091,-5.624509862,0.168137224,-31.63674872,1.15E-219,6.95E-218
K04F10.1,90.48300526,3.674058097,3.684100401,0.289117967,11.67017786,1.81E-31,8.30E-31
T08E11.4,135.1943764,3.367415556,3.375090468,0.262928493,11.66634897,1.89E-31,8.67E-31
F41C6.1,20.47242599,-5.075658324,-5.276431381,1.029078346,-4.640714036,3.47E-06,6.81E-06
F41C6.4,3.567215865,-4.241525099,-4.595313568,1.48074786,-2.661847575,0.007771306,0.011582058
F41C6.5,1.426192931,-0.685218635,-0.758801294,1.579572804,-0.243875201,0.807327476,0.870745293
F47B8.4,171.5307126,8.585104487,8.738181433,0.710446241,11.66183169,2.00E-31,9.14E-31
F40F11.1,15116.94704,1.434061439,1.434503999,0.097261958,11.65986647,2.04E-31,9.35E-31
T16G1.5,97.79793313,6.654536757,6.72218873,0.545013051,11.65942128,2.05E-31,9.39E-31
F41D9.2,21.68241372,-5.898376672,-6.20731053,1.172238538,-4.775799881,1.79E-06,3.58E-06
F41D9.3,275.7004122,0.557109701,0.557777337,0.191243253,1.344411878,0.178815235,0.218815968
F41D9.5,2.69806253,-2.904366931,-3.139289069,1.495699156,-1.741237147,0.081642018,0.106158854
F41E6.12,47.94694528,-7.05508452,-7.375234418,1.113838936,-6.064687003,1.32E-09,3.16E-09
F41E6.13,1210.58999,0.402716776,0.402797534,0.078426159,1.309725958,0.190288559,0.231698836
F41E6.15,24.06343984,-1.799726578,-1.818725635,0.563430399,-2.661777887,0.007772915,0.011583262
F41E6.2,171.5048935,-7.235856806,-7.360585228,0.698207155,-9.933809415,2.97E-23,1.11E-22
F41E6.4,1576.00988,-0.572132694,-0.572365395,0.111575042,-2.439010442,0.014727543,0.021235745
F44C8.10,98.51332033,3.931198575,3.943808522,0.311491827,11.65744415,2.10E-31,9.61E-31
F41E6.6,155.2733761,-6.795529719,-6.896967202,0.655022362,-9.916500712,3.53E-23,1.32E-22
F41E6.9,513.7637754,0.354822539,0.355027259,0.132928277,0.41242195,0.680030177,0.743993667
F41E7.1,17.42663693,-5.633838437,-5.910740626,1.165838777,-4.575108105,4.76E-06,9.27E-06
F41E7.2,7.892033534,-5.410726751,-5.738402423,1.286078505,-3.973883967,7.07E-05,0.000127583
F41E7.3,1.978033475,-2.421203313,-2.638485726,1.565652607,-1.354836509,0.175469652,0.215123898
F41E7.4,13.97446788,-6.220362003,-6.561061479,1.229192113,-4.816465986,1.46E-06,2.95E-06
F41E7.5,205.5532711,-7.516167777,-7.644751879,0.69918352,-10.32084935,5.67E-25,2.21E-24
F41E7.6,1.416127084,-2.835403543,-3.251166355,1.860498012,-1.362755309,0.17295964,0.212369467
F41E7.7,2.699740364,-3.75954277,-4.191870731,1.693945601,-2.042298624,0.041121919,0.056067587
F41E7.8,38.58622448,-7.659541478,-8.031538109,1.164019498,-6.322524231,2.57E-10,6.36E-10
C28D4.9,265.0009769,2.271530742,2.273658592,0.169231781,11.64988473,2.30E-31,1.05E-30
F41F3.3,4.8095671,-4.601285373,-5.019237228,1.535463725,-2.801294035,0.005089812,0.007738013
F41F3.4,1043.652424,-8.083705836,-8.359709569,0.98012625,-7.941533896,2.00E-15,6.00E-15
F41G3.1,7.246693251,-5.265648564,-5.622529027,1.352757927,-3.670759168,0.000241831,0.000416734
F41G3.10,68.40139096,-2.202409319,-2.550848712,1.900346842,-1.001085316,0.316785564,0.368055744
F41G3.12,14.17790248,0.737744402,0.745556378,0.561867202,0.779088724,0.435927452,0.493202841
F41G3.14,124.1309653,-2.89002655,-2.89640854,0.259268654,-9.989740417,1.69E-23,6.37E-23
F09E5.3,1331.155279,1.552792213,1.553378625,0.107647299,11.6379345,2.64E-31,1.21E-30
F41G3.21,5.246118699,-3.885221069,-4.134385827,1.337709772,-2.68011877,0.007359604,0.011003636
F41G3.5,1.543280659,-2.667062667,-3.377324123,2.282468386,-1.03706263,0.29970667,0.349532873
F41G3.6,434.1996265,-3.977519578,-3.981829757,0.182174086,-20.18684249,1.28E-90,1.75E-89
F41G4.1,4.210782933,-4.455981891,-4.827858956,1.480572347,-2.807010342,0.005000364,0.007607625
F32A7.5,1284.89427,2.310715696,2.312973528,0.172893117,11.62981922,2.91E-31,1.33E-30
F41G4.3,9.556533513,-5.65489893,-6.014139855,1.313925509,-4.075496589,4.59E-05,8.39E-05
F41G4.5,1.888982435,-3.288683049,-3.677526542,1.712339838,-1.745379616,0.080918811,0.105294229
F41G4.7,3.335574395,-4.138664211,-4.499636444,1.509522242,-2.542966315,0.010991583,0.01609279
F41G4.8,4.208410125,-4.495313968,-4.833000164,1.41489186,-2.965112803,0.00302572,0.004711454
F41H10.10,323.0403219,-4.961508682,-4.97307076,0.266701822,-17.47835335,2.09E-68,2.02E-67
F41H10.11,306.8134798,-1.582000879,-1.583009296,0.139591857,-9.183923126,4.16E-20,1.43E-19
K09G1.4,87.9687823,4.688989558,4.710843093,0.377433921,11.62849792,2.95E-31,1.35E-30
F41H10.2,49.95043772,2.011466907,2.067921531,0.900568679,1.90042908,0.057376834,0.076597808
F41H10.3,648.9297168,-2.100848063,-2.101867466,0.121907156,-14.77229163,2.21E-49,1.47E-48
F41H10.4,198.2796778,-1.757355215,-1.759068469,0.172843855,-8.431628722,3.41E-17,1.08E-16
F41H10.5,3.33499042,0.42140814,0.440598122,1.145150797,0.106019348,0.915567002,0.977930534
F41H10.6,632.406717,-2.364295777,-2.365742756,0.137266887,-15.03855605,4.10E-51,2.85E-50
C03H5.2,760.8899129,1.609358601,1.61002494,0.112650773,11.62316575,3.14E-31,1.43E-30
C25F9.14,76.70367304,4.324153879,4.341255117,0.346245433,11.62225835,3.18E-31,1.45E-30
F42A10.1,907.5474644,-0.79332628,-0.793554795,0.093897863,-5.253860573,1.49E-07,3.20E-07
D1007.12,17349.24053,1.456645143,1.457116472,0.099587159,11.61440045,3.48E-31,1.59E-30
F42A10.3,112.999023,-1.663964731,-1.668366375,0.285699054,-4.774131071,1.80E-06,3.61E-06
C37E2.5,145.3606404,2.997579602,3.002885428,0.232279863,11.61348886,3.52E-31,1.60E-30
F42A10.5,1125.906166,-1.483176552,-1.483570968,0.090291241,-13.10400143,3.12E-39,1.70E-38
T09F5.11,78.8738618,3.798270409,3.809635113,0.301318355,11.60988155,3.67E-31,1.67E-30
F25B5.4,17078.70508,1.066009804,1.066161188,0.065994417,11.60719101,3.79E-31,1.72E-30
F42A10.8,2.20371512,-2.602423663,-2.816772688,1.507232145,-1.527583969,0.126615864,0.159405448
W02G9.5,406.4911973,1.999718372,2.001117271,0.146520902,11.60051807,4.10E-31,1.86E-30
Y57G11C.16,12325.81768,1.220586684,1.220837551,0.079382717,11.59681497,4.28E-31,1.94E-30
F42A6.5,9.951001745,-3.189458772,-3.290122349,0.966447983,-2.989771642,0.002791861,0.004361396
F42A6.6,46.24204603,-0.970258651,-0.974056645,0.345865299,-1.937918178,0.052633206,0.070663097
F42A6.7,2776.734439,-1.027322627,-1.027534746,0.079527078,-9.14559728,5.93E-20,2.04E-19
F42A6.9,117.4940054,-5.9276205,-5.992716113,0.566562977,-9.932912534,2.99E-23,1.12E-22
F42A8.1,183.5961279,-8.919407629,-9.316791773,1.098533257,-7.84628738,4.29E-15,1.27E-14
K02B2.5,20121.57283,1.603866039,1.604529709,0.11261438,11.57814873,5.32E-31,2.41E-30
F42A8.3,203.2312906,-0.976883796,-0.977819772,0.171306018,-3.951313576,7.77E-05,0.000139767
F42A9.1,752.8265093,-3.622836297,-3.625060244,0.137108893,-24.23501661,9.51E-130,2.25E-128
F42A9.2,557.5828689,-0.974256595,-0.974709829,0.119349345,-5.64943693,1.61E-08,3.65E-08
F39G3.5,112.862607,3.555642899,3.56493921,0.281504128,11.5651693,6.19E-31,2.80E-30
M04C9.3,162.6431532,3.394126452,3.402039681,0.267582943,11.56324247,6.33E-31,2.86E-30
F42A9.6,116.0933548,-6.38943168,-6.498209727,0.702803147,-8.664491197,4.54E-18,1.48E-17
F42A9.7,7.138637285,0.883545963,0.93273344,1.235652209,0.472257452,0.636743036,0.700025156
F42A9.8,91.58203678,-2.933579852,-2.945701104,0.355605052,-7.405912367,1.30E-13,3.66E-13
W10D5.1,139.2945218,3.002145313,3.00750792,0.233806391,11.55719181,6.79E-31,3.07E-30
F42C5.2,1.19355381,-1.637922641,-1.818389646,1.710778822,-0.782054713,0.43418242,0.491497763
C15H9.8,288.378463,2.975729868,2.980958764,0.231912145,11.53768757,8.52E-31,3.84E-30
Y37H9A.6,319.6797622,2.093693954,2.095346759,0.15551295,11.53404879,8.89E-31,4.00E-30
F42C5.5,3.23576754,-2.980556293,-3.336199865,1.626752708,-1.647795809,0.099394579,0.12743166
F42C5.7,66.17309953,-7.49566989,-7.837005382,1.10429578,-6.516071163,7.22E-11,1.83E-10
C52E2.5,72.05359059,4.293930633,4.310822015,0.346439381,11.5285122,9.48E-31,4.27E-30
C29F7.3,997.2746936,1.813152908,1.814173596,0.131329823,11.52177681,1.02E-30,4.61E-30
Y87G2A.4,124.0730304,3.379345555,3.387291992,0.267501183,11.51152127,1.15E-30,5.19E-30
F42D1.3,10.94248344,-3.267741058,-3.355080103,0.884409512,-3.355618656,0.000791877,0.001304278
F42E11.1,61.21238634,0.417380262,0.41904632,0.348909044,0.336420806,0.736553562,0.80086421
R12H7.5,148.1340309,2.441901311,2.444666104,0.186258574,11.49961186,1.33E-30,5.95E-30
F42E11.4,78.83407302,-6.997998028,-7.247516951,0.9734927,-6.880378281,5.97E-12,1.58E-11
F42F12.1,37.83584785,-7.625000074,-8.004748418,1.177459578,-6.221020416,4.94E-10,1.20E-09
F42F12.10,33.69363597,-7.468295649,-7.836374125,1.171848633,-6.117083254,9.53E-10,2.29E-09
F42F12.2,10.1494788,-4.852698768,-5.115027735,1.226627057,-3.711559062,0.000205987,0.000357307
F36A2.6,11895.70668,1.318310554,1.318647932,0.088580049,11.49593572,1.38E-30,6.20E-30
C34H4.4,78.09272398,4.142891925,4.158069196,0.334658641,11.48302015,1.61E-30,7.20E-30
F42F12.6,28.29839665,-6.317246718,-6.6128613,1.134167293,-5.305431355,1.12E-07,2.43E-07
F42F12.7,47.28664679,-7.037888639,-7.355466217,1.110463153,-6.067638195,1.30E-09,3.10E-09
F42F12.8,37.68407192,-7.626528851,-7.99566411,1.162194944,-6.304044678,2.90E-10,7.15E-10
F42F12.9,36.92706971,-7.595736741,-7.966828163,1.167152775,-6.250884115,4.08E-10,1.00E-09
F42G10.1,77.39600397,-5.797112433,-5.885288958,0.663731919,-8.282127587,1.21E-16,3.78E-16
F42G10.2,52.10154396,0.010185509,0.010227141,0.353364751,0,1,1
F39B2.6,9528.139569,1.415372454,1.415808146,0.097132538,11.48299508,1.61E-30,7.20E-30
F01D4.4,679.8230506,1.957737386,1.959071888,0.144408716,11.47948291,1.67E-30,7.49E-30
R106.5,320.1738204,2.016242196,2.017714817,0.149516524,11.47861222,1.69E-30,7.56E-30
F58F9.3,202.1281461,3.482185098,3.491028116,0.277638983,11.46159326,2.06E-30,9.20E-30
F42G2.6,36.50457061,-5.303018235,-5.461236299,0.897544778,-5.574115474,2.49E-08,5.58E-08
C31H2.1,248.7545087,2.385236657,2.387820787,0.182019934,11.45608951,2.19E-30,9.80E-30
K11D9.3,254.6717101,2.463191868,2.466069168,0.188871399,11.45325273,2.26E-30,1.01E-29
F42G4.2,4.011353983,-4.339825685,-4.754729626,1.568605889,-2.575424275,0.010011719,0.014737267
F42G4.3,582.8720462,-3.063971249,-3.067515624,0.188001716,-14.70184053,6.27E-49,4.14E-48
R09B5.5,72.32370766,5.449264787,5.485611808,0.449705866,11.45029491,2.34E-30,1.05E-29
F33D4.2,1425.058113,2.065232304,2.066838151,0.154290804,11.44094307,2.61E-30,1.16E-29
F42G4.7,6.945244594,-4.301487138,-4.552954518,1.277203729,-3.133006151,0.001730258,0.002759633
C25D7.4,73.84192647,6.138217788,6.191961519,0.510313332,11.4404571,2.62E-30,1.17E-29
B0280.12,66.47328816,5.047219368,5.076185881,0.415129541,11.43551325,2.78E-30,1.24E-29
F33E2.2,476.3119482,1.580163638,1.580810657,0.111976655,11.43241546,2.88E-30,1.28E-29
Y54F10BM.15,80.57137503,4.555617089,4.576629625,0.372674956,11.41911208,3.36E-30,1.49E-29
W01G7.1,632.2037803,1.992146698,1.993578646,0.148230018,11.41568167,3.49E-30,1.55E-29
Y41D4B.27,117.6231101,3.464574684,3.47335549,0.277244576,11.41437905,3.54E-30,1.57E-29
F42G8.6,121.8411583,-1.626243568,-1.628860691,0.221487704,-5.987888005,2.13E-09,5.04E-09
F42G8.7,8.099987458,-3.209248208,-3.332902511,1.045942191,-2.781461761,0.005411471,0.008202017
F42G8.8,10.71681489,0.945984901,0.961224078,0.692497552,0.93283348,0.350905952,0.403832079
F42G8.9,1.548066864,-2.93230693,-3.379299251,1.888382274,-1.393948125,0.16333327,0.201662888
F42G9.1,1083.962576,-3.596221882,-3.5982397,0.130955584,-25.17053322,8.42E-140,2.26E-138
F42G9.2,103.3068719,-0.631861657,-0.634041754,0.324770046,-1.021835792,0.306858626,0.35703863
F42G9.4,1.15164793,-2.272808276,-2.961732804,2.366154655,-0.83376134,0.404415485,0.460288048
F48F7.2,127.1038967,3.476064885,3.484907181,0.278358462,11.40998142,3.73E-30,1.65E-29
F42G9.6,529.4255252,-2.262305024,-2.263483994,0.126322515,-15.53408766,2.04E-54,1.52E-53
F43C9.4,137.5693882,3.148751651,3.155185449,0.249856989,11.40152878,4.11E-30,1.82E-29
F42G9.9,13.17635015,-5.22033881,-5.495130073,1.209121694,-4.06934954,4.71E-05,8.60E-05
F42H10.2,84.46180433,-1.861823102,-1.867572989,0.308508608,-5.062494409,4.14E-07,8.66E-07
F42H10.3,83.41966668,0.463611079,0.464436834,0.233496057,0.700701675,0.483489211,0.542808434
F42H10.5,13.98408165,-4.52770999,-4.724608702,1.093831081,-3.865048326,0.000111067,0.000196959
C37A2.7,9038.645464,1.565794898,1.566425112,0.111062102,11.39718119,4.32E-30,1.91E-29
F42H10.7,319.9960562,-1.957509061,-1.959139266,0.160074122,-10.3546347,3.99E-25,1.56E-24
F42H11.1,1.480003669,-2.808209617,-3.313718646,2.006726612,-1.249901009,0.211335711,0.25449706
F11A1.3,294.0298615,2.014771099,2.016263744,0.150473245,11.39585381,4.39E-30,1.94E-29
K09A11.3,97.95615135,4.061154908,4.075612563,0.330122116,11.39322308,4.52E-30,2.00E-29
F43C1.1,1.63436183,-0.673728172,-0.741799265,1.623601808,-0.230184624,0.817948309,0.881674246
F43C1.2,757.0239925,-1.87836462,-1.879713706,0.148112492,-10.65652597,1.63E-26,6.60E-26
F43C1.3,78.70784943,-2.348831552,-2.356322458,0.312504005,-6.556176936,5.52E-11,1.41E-10
F43C1.4,124.6326247,-1.207780686,-1.209827036,0.227047554,-3.998196279,6.38E-05,0.000115554
ZK355.2,639.0717891,2.35444495,2.356948694,0.180328779,11.39277357,4.54E-30,2.01E-29
F43C1.6,100.2453361,-1.491561267,-1.494618526,0.249826489,-4.769555345,1.85E-06,3.69E-06
F01G10.8,149.7961755,3.157379743,3.163872883,0.250879741,11.38943993,4.72E-30,2.08E-29
