Gene,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj
F35G12.6,7.019148018,-2.477206382,-2.555916659,0.951611762,-2.287914534,0.022142499,0.031260253
F35G12.7,42.24746828,-1.232523025,-1.237948311,0.364761493,-2.556528151,0.010572252,0.01550554
F35G12.8,1542.893309,-5.624312756,-5.62916651,0.162014091,-32.86326964,7.36E-237,5.09E-235
F35G12.9,164.9817857,-2.718935704,-2.725501723,0.272536622,-8.875635466,6.95E-19,2.31E-18
C12D5.7,310.1901939,3.193616789,3.199450952,0.23610611,12.25557777,1.57E-34,7.72E-34
C01C10.3,2686.104226,6.099098351,6.144385587,0.473315626,12.25207458,1.64E-34,8.06E-34
F35G2.3,7.408138235,1.526771752,1.565655176,0.856151731,1.432890581,0.151889109,0.188774413
F35G2.4,57.24050904,-8.192256442,-8.595654448,1.171299945,-6.738031941,1.61E-11,4.18E-11
F35G8.2,3.492089035,-3.296225236,-3.529322498,1.40368847,-2.134537185,0.032798833,0.045309147
F35H10.1,2.611056948,0.238029612,0.261358189,1.57538251,0,1,1
F35H10.10,102.7022915,-9.017457448,-9.442290806,1.14797884,-7.593744016,3.11E-14,8.95E-14
F29B9.11,2338.520163,1.348561522,1.348884125,0.085612255,12.24779699,1.73E-34,8.49E-34
F35H10.2,2.063880764,-3.304477774,-3.794395103,1.869890643,-1.606766569,0.108105584,0.137720552
F35H10.3,1.599424205,-3.061056347,-3.437132316,1.738385091,-1.588288097,0.112221208,0.142636855
F35H10.4,368.9497132,-6.983318349,-7.030096674,0.448392533,-14.90506164,3.06E-50,2.08E-49
F35H10.5,30.3321949,-1.400166305,-1.408362543,0.422167247,-2.605996353,0.009160744,0.01353977
F35H10.6,106.3591535,-1.808945671,-1.812471997,0.244834502,-6.163125115,7.13E-10,1.73E-09
F35H10.7,223.5572634,-2.148814476,-2.151787544,0.206384048,-8.958126839,3.30E-19,1.11E-18
F35H12.1,1.746015491,-0.812891742,-0.891226181,1.535560146,-0.334009543,0.738372358,0.802721073
F35H12.2,197.9036074,0.52155727,0.521998374,0.160871737,1.377229297,0.168441367,0.20745594
F35H12.3,143.2539663,0.265612129,0.265985982,0.207545478,0,1,1
F35H12.4,90.74495616,-0.556474254,-0.557388781,0.224447306,-1.142692503,0.253166284,0.299605315
Y48B6A.12,2514.972269,1.429733575,1.430130598,0.092257277,12.24546847,1.78E-34,8.73E-34
F35H12.6,1.23105675,-2.666324181,-3.056561507,1.85983424,-1.27233069,0.203255649,0.245810972
F35H8.2,7.424563984,-5.313891366,-5.649568981,1.31053573,-3.8258334,0.00013033,0.000229711
F35H8.3,276.3115903,-2.283190508,-2.285638661,0.181808987,-10.90809945,1.05E-27,4.40E-27
F35H8.4,1.650102356,-1.841323892,-2.224001455,1.988171341,-0.775247012,0.438193713,0.495417947
F35H8.5,22.76894011,-4.763206892,-4.89495096,0.891828661,-5.004556466,5.60E-07,1.16E-06
F20G2.2,397.1576383,2.064249687,2.065647608,0.144144299,12.23946903,1.91E-34,9.39E-34
F35H8.7,10.80005649,0.524973404,0.535464414,0.77246848,0.29123959,0.770868085,0.83522263
F36A2.1,552.4922817,-2.324849703,-2.326689528,0.156066941,-12.97423841,1.71E-38,9.16E-38
F36A2.10,12.60081168,-3.087737604,-3.257360496,1.232147093,-2.262503901,0.023666288,0.0332718
F36A2.12,4.617370674,-0.374922582,-0.393961564,1.187026479,-0.06311787,0.949672645,1
F36A2.13,3379.340868,-0.588794783,-0.589209276,0.146788777,-1.967417324,0.049135119,0.066237347
F36A2.14,8.627647412,-1.68430111,-1.796796987,1.343404198,-1.030442745,0.302802216,0.352886864
F36A2.2,310.4384143,-0.613155049,-0.613647441,0.157070922,-1.993717527,0.046182933,0.062514076
F36A2.3,160.4323214,-5.318399496,-5.346690317,0.400226121,-12.53891046,4.57E-36,2.33E-35
F36A2.4,9.255027826,0.329079224,0.334806208,0.723072049,0.040216219,0.967920747,1
T10B11.5,82.35221895,3.964748067,3.976456907,0.29956326,12.23363662,2.06E-34,1.01E-33
F20C5.4,223.2171096,3.938557441,3.950031413,0.2975436,12.22865303,2.19E-34,1.07E-33
F36A2.8,109.149594,-0.715348736,-0.7175707,0.307953693,-1.348737635,0.177421253,0.217294068
F36A2.9,1030.989689,0.339010633,0.339082917,0.080871943,0.482375362,0.62953932,0.69289582
F36A4.10,22.71897812,-6.886707895,-7.26086773,1.224697155,-5.378234015,7.52E-08,1.64E-07
T15H9.7,1822.401674,1.376550755,1.376899217,0.088071483,12.22360192,2.33E-34,1.14E-33
F36A4.4,1.316425394,-2.676327937,-3.146413249,1.988819155,-1.194843649,0.232148123,0.276839126
F36A4.5,2.803628665,-3.896132722,-4.251505368,1.538720469,-2.337092926,0.019434353,0.027639374
F36A4.7,2368.753519,-1.089885862,-1.090085273,0.074857009,-10.55192917,4.98E-26,2.00E-25
F36A4.8,5.87003308,-4.068172288,-4.309665125,1.287759227,-2.926146603,0.003431892,0.005313589
F36D1.1,44.80685598,-0.526930525,-0.52924541,0.36583468,-0.620308947,0.535054406,0.595887891
Y69A2AR.12,181.3625337,3.316792369,3.323437123,0.246925152,12.21743653,2.51E-34,1.23E-33
F36D1.4,1.722391169,-3.007883554,-3.533102552,1.985940843,-1.363526796,0.172716545,0.212136623
F36D1.7,1.1880982,-2.336612076,-3.018305563,2.344144873,-0.86880811,0.384952097,0.439554369
F36D1.9,15.68237828,0.250944251,0.253266737,0.529694467,0,1,1
F36D3.1,112.3162985,-0.804455842,-0.806165709,0.254308205,-1.983639666,0.047296024,0.063901123
R08D7.7,110.5802602,3.330139617,3.336846068,0.248130897,12.21185934,2.69E-34,1.31E-33
F36D3.4,11.41785215,-4.725015286,-5.260544281,1.587614674,-2.787209868,0.005316404,0.008065997
F36D3.5,2.428061608,-3.525515175,-4.028808178,1.843661598,-1.749515843,0.080201893,0.104464772
F36D3.8,2.534322718,-3.266219387,-4.095278312,2.254905758,-1.3154516,0.188358173,0.229541678
F36D4.2,89.1720267,-1.279318499,-1.281866781,0.247211059,-3.961467196,7.45E-05,0.000134137
F36D4.3,1545.593903,0.106924474,0.107877173,0.518457566,0,1,1
F36D4.5,679.0503624,-0.897719531,-0.898088721,0.112315714,-5.321780077,1.03E-07,2.22E-07
F36F12.3,1.805387004,-3.211860882,-3.604260452,1.733696247,-1.679568083,0.093041382,0.119892362
F36F12.4,1.97315189,-3.364645459,-3.735374705,1.663301069,-1.842507959,0.065400883,0.086447794
F36F12.8,81.24014913,-8.67090899,-9.101677823,1.176054442,-7.117790378,1.10E-12,2.99E-12
F36F2.1,13.40491844,-3.332762811,-3.423158692,0.90217676,-3.361606001,0.000774906,0.001277636
F36F2.2,29.57779775,-6.378782211,-6.67613829,1.131686661,-5.371435771,7.81E-08,1.70E-07
F36F2.3,1459.73051,-1.306479331,-1.306785054,0.084740571,-11.87718379,1.56E-32,7.32E-32
F36F2.4,342.4220325,-0.152415964,-0.152549684,0.164100125,0,1,1
F36F2.6,457.5670059,-2.110548324,-2.111831051,0.136671126,-13.24748229,4.67E-40,2.58E-39
F36G3.1,96.24975214,-1.044425793,-1.046537618,0.249256485,-2.986585453,0.00282112,0.0044052
F36G3.2,83.33457999,0.507925463,0.509068004,0.261343943,0.795600849,0.426264073,0.48339572
M02H5.1,84.73429107,5.760044756,5.798320304,0.447213095,12.2090449,2.78E-34,1.36E-33
T01G6.5,81.32803881,4.483648435,4.500893885,0.342929986,12.19971601,3.12E-34,1.52E-33
C36A4.3,178.6669821,2.516754933,2.519479601,0.181871167,12.18860012,3.58E-34,1.74E-33
C44C1.2,372.3680252,2.168045698,2.169709132,0.153380472,12.17916252,4.01E-34,1.96E-33
F36G9.3,15.62587459,-6.385404651,-6.725215088,1.213370709,-5.015288904,5.30E-07,1.10E-06
K08B4.4,102.2528162,3.960308232,3.972137124,0.300573151,12.1777618,4.08E-34,1.99E-33
T22G5.6,88.86986891,5.852445358,5.892630473,0.456051347,12.17504431,4.22E-34,2.06E-33
M04C3.2,121.4438954,3.959229556,3.971064073,0.300588409,12.17355507,4.30E-34,2.09E-33
F45D11.14,318.5102342,4.75940336,4.780393996,0.366502371,12.16746114,4.63E-34,2.25E-33
F36H1.3,1.717524374,-0.96323382,-1.127652064,1.899348734,-0.349190124,0.72694658,0.791072832
F36H1.4,197.474575,-9.029624259,-9.421212412,1.078299314,-8.095733849,5.69E-16,1.74E-15
F36H1.5,69.68297563,0.408311919,0.409397512,0.284970914,0.38008061,0.703885578,0.768232633
W04G3.6,159.872131,2.710856675,2.714340208,0.198226395,12.16213754,4.94E-34,2.40E-33
Y41D4B.17,100.2494129,5.636308177,5.672716972,0.438999386,12.15561648,5.36E-34,2.60E-33
F36H12.1,17.73640844,-4.890197297,-5.077960156,1.027134122,-4.468936628,7.86E-06,1.51E-05
F36H12.10,1.954032639,-3.215104106,-3.714782583,1.903158757,-1.531718831,0.125591833,0.158212663
F36H12.11,2.506870833,-3.595188731,-4.075166424,1.796375933,-1.83435364,0.066601517,0.087922272
F36H12.2,48.0481354,-6.295522272,-6.513137589,0.959494151,-6.248628265,4.14E-10,1.01E-09
F36H12.3,3.571935912,-3.962125571,-4.588930256,1.919547015,-1.907807177,0.056416143,0.075391866
F36H12.5,2.687074373,-1.726306102,-2.006263407,1.874277381,-0.760989871,0.446663117,0.504519949
F36H12.7,44.87239504,-6.800296421,-7.283399807,1.401118025,-4.639363925,NA,NA
F36H12.8,2.923582638,-3.744285455,-4.298306256,1.870272405,-1.841595612,0.065534323,0.086608341
F36H12.9,2.396423113,-3.510057248,-4.01051402,1.842826665,-1.741920339,0.081522384,0.106031903
F36H2.1,1011.023669,-0.56338298,-0.563988667,0.181240406,-1.453224397,0.14616146,0.182188326
F36H2.2,395.8831606,-0.7636764,-0.764303787,0.158618795,-2.923212222,0.003464403,0.005361055
F36H2.3,7.887342709,-4.485014739,-4.740954922,1.261461707,-3.31759158,0.000907971,0.001487698
F36H2.5,2.0932674,-2.523319818,-2.736606064,1.525191456,-1.457731624,0.144914532,0.180805514
K07E3.3,892.9155057,2.528366488,2.53114214,0.183365364,12.15260306,5.56E-34,2.70E-33
F36H5.11,2.444234026,-3.380115716,-4.05415256,2.086680187,-1.476084229,0.139921282,0.174968163
F36H5.13,3.943356946,-4.330232381,-4.745251653,1.572078137,-2.56363363,0.010358282,0.015211787
R107.7,2355.347823,1.782333446,1.783198744,0.121991529,12.15111781,5.66E-34,2.75E-33
K08F9.1,79.08645896,5.559690824,5.594352905,0.432874959,12.1506008,5.69E-34,2.76E-33
F36H5.4,5.104602857,-4.69579341,-5.120430451,1.534357483,-2.86490825,0.004171301,0.006400156
F36H5.5,4.316006392,-3.576900689,-3.858304061,1.476702404,-2.219066401,0.026482207,0.037000363
F36H5.8,2.219151975,-3.532182999,-3.91939948,1.662083809,-1.944657052,0.051816268,0.069630969
F36H9.3,748.0706906,-0.38765936,-0.387840009,0.119454641,-0.733829672,0.463052554,0.521484174
F36H9.4,17.70407497,-5.634209999,-5.921786163,1.161674184,-4.591829683,4.39E-06,8.58E-06
F36H9.5,2.515244055,-3.720039716,-4.084559329,1.584639881,-2.158244126,0.030908856,0.042837447
F37A4.1,982.5222909,0.019466454,0.019470721,0.082428691,0,1,1
F37A4.2,255.5296367,-2.563974666,-2.566647263,0.178408158,-12.68986064,6.73E-37,3.50E-36
F37A4.4,4.434051182,-4.417442532,-4.901666724,1.661334876,-2.478394086,0.013197529,0.019140322
F37A4.5,4.182091272,-4.297308526,-4.815618827,1.727068738,-2.314504592,0.02064006,0.029247671
F37A4.6,1.493618518,-0.648837483,-0.724534528,1.679057172,-0.207757954,0.835417964,0.899030363
F07C3.4,520.2330804,1.793896377,1.794782568,0.122948953,12.15054163,5.70E-34,2.77E-33
F37A4.8,1168.426836,-3.889343098,-3.891843559,0.14028793,-25.58554475,2.21E-144,6.38E-143
F37A4.9,543.3191427,-4.169130233,-4.173536697,0.179701888,-21.53082686,8.01E-103,1.33E-101
F37A8.4,20.05648975,-5.828669435,-6.113586135,1.162029074,-4.757772036,1.96E-06,3.91E-06
C54C6.7,83.27694398,5.237825992,5.266594117,0.406497902,12.1472361,5.93E-34,2.88E-33
K01F9.2,92.61272353,4.088356043,4.101446305,0.312173965,12.13540034,6.86E-34,3.32E-33
F37B1.2,5.179094737,-3.816294367,-4.081962626,1.320088623,-2.663680533,0.007729093,0.011525085
ZK637.5,1098.339517,1.278787443,1.279058904,0.08065842,12.13496918,6.89E-34,3.34E-33
F37B1.5,26.99732679,1.267497609,1.278319545,0.509492385,1.898944199,0.057571813,0.076843914
F37B1.8,2.572799092,-0.271964197,-0.287033984,1.2192843,0,1,1
F37B12.1,10.04153986,-4.114273687,-4.290371948,1.105934777,-3.448913775,0.000562846,0.000939247
C02H6.2,87.37754499,4.196578131,4.210907402,0.321184435,12.13190212,7.16E-34,3.46E-33
R05D11.1,240.3656074,2.767260516,2.770997939,0.203498014,12.12424863,7.86E-34,3.80E-33
F37B4.10,65.43521799,-0.734093859,-0.736251139,0.298386704,-1.454802955,0.14572382,0.181705476
ZK154.6,196.6126642,3.193740433,3.199697104,0.238775797,12.11906933,8.37E-34,4.04E-33
H24O09.2,92.02535249,5.358098146,5.388690862,0.417523898,12.1145117,8.85E-34,4.27E-33
H01A20.1,170.8880058,2.694620321,2.698063666,0.197679979,12.11362091,8.95E-34,4.32E-33
C49F8.1,84.67653443,3.915916771,3.927428543,0.298994497,12.0935897,1.14E-33,5.50E-33
F37C12.1,385.3740445,-0.843845933,-0.844306332,0.129358563,-4.204174211,2.62E-05,4.86E-05
C42C1.14,6548.611968,1.278093312,1.278366124,0.08089222,12.09131502,1.17E-33,5.66E-33
F28A12.3,82.60465657,4.697556483,4.718178033,0.364217173,12.07399544,1.45E-33,6.98E-33
F37C12.13,249.5032175,-1.561619614,-1.56280155,0.152327647,-8.282275988,1.21E-16,3.77E-16
F37C12.18,2.289179144,-1.875890743,-2.089342705,1.738022446,-0.906714839,0.364557614,0.418415018
F37C12.2,448.2841718,0.109759977,0.10980426,0.111210392,0,1,1
R10D12.9,1885.130672,8.175456462,8.293555625,0.652521575,12.069266,1.53E-33,7.39E-33
ZK185.3,207.9401111,2.783043949,2.786897506,0.205812164,12.06461223,1.62E-33,7.81E-33
B0495.4,854.2242087,2.612863193,2.616012521,0.191932147,12.05042109,1.93E-33,9.27E-33
F37C12.7,2124.605104,-2.94165781,-2.943800278,0.149234556,-17.70138151,4.09E-70,4.09E-69
ZK1151.1,7773.988524,1.884397331,1.885462654,0.131599895,12.03950301,2.20E-33,1.06E-32
F37C4.4,13.98011225,-0.995537544,-1.008078624,0.608949365,-1.14219274,0.253373913,0.299826488
F20D6.3,75.34778825,5.403985112,5.436403671,0.42441478,12.0259363,2.60E-33,1.24E-32
R03G5.2,460.8060939,1.585766843,1.586358624,0.106929564,12.02442794,2.64E-33,1.27E-32
F37D6.1,375.6904434,-4.352728371,-4.359228467,0.213511762,-18.98128854,2.44E-80,2.87E-79
F37D6.2,381.9262737,-3.528804199,-3.533128475,0.193767295,-16.66330838,2.42E-62,2.10E-61
F37D6.4,2.970793956,-3.90510223,-4.335099859,1.665071124,-2.165134077,0.030377419,0.042129182
F37D6.6,9.128476084,-5.617763491,-5.949475881,1.271622807,-4.18187175,2.89E-05,5.35E-05
F37E3.1,632.8870983,-2.084035261,-2.085444475,0.144130801,-12.3778904,3.44E-35,1.72E-34
F37E3.3,2.306867858,-3.458073402,-3.954660214,1.847600627,-1.709283573,0.087398435,0.113185827
F37F2.2,180.5226055,-0.487797703,-0.488295902,0.17709899,-1.060410921,0.288957696,0.337869015
F37H8.1,14.46391585,-1.874387785,-1.896811601,0.598149753,-2.632096355,0.008485979,0.012593953
M03D4.6,79.91940179,4.831773173,4.854352165,0.377378921,12.00854874,3.20E-33,1.53E-32
E01G4.3,736.9705943,2.333626508,2.335816378,0.169378458,12.00640583,3.29E-33,1.57E-32
F37H8.5,305.2833682,-7.775785415,-7.884121514,0.633242975,-11.80555602,3.65E-32,1.70E-31
F37H8.6,2.294984542,0.946944332,1.006404678,1.289338796,0.50176442,0.615833244,0.678792181
F28C1.2,294.743077,2.133804756,2.135431468,0.152786852,12.00237276,3.45E-33,1.65E-32
F32B5.1,756.4007184,2.640725885,2.644015794,0.195095096,11.99787147,3.65E-33,1.74E-32
T01C3.6,12338.75396,1.332447268,1.332769329,0.086081911,11.99377729,3.83E-33,1.83E-32
C50B8.5,84.46302821,5.025294385,5.050948856,0.394155969,11.98838723,4.09E-33,1.95E-32
F38A1.5,49.07063523,0.537473029,0.544970103,0.647269555,0.366884286,0.713705333,0.778223528
F38A1.7,2.623420705,3.235800293,3.531228697,1.508454822,1.946230175,0.051627097,0.069396111
F38A1.8,722.0039876,0.356885775,0.357125395,0.143414327,0.396653365,0.691623094,0.7558191
C16A3.9,7642.118818,1.336839965,1.337166533,0.086539106,11.98117262,4.46E-33,2.13E-32
F38A3.1,660.361525,-6.918767179,-7.12484468,0.922540105,-7.174503462,7.26E-13,1.99E-12
F38A3.2,25.45267418,-6.957356776,-7.426402789,1.349509674,-4.933167139,8.09E-07,1.66E-06
F38A5.1,594.1921875,-0.784521208,-0.784937294,0.127425058,-3.802401322,0.0001433,0.000251711
F38A5.13,1323.621388,-3.521362158,-3.523043625,0.121069365,-26.60757447,5.55E-156,1.79E-154
F38A5.2,624.1479707,-0.153518863,-0.153588365,0.117723756,0,1,1
F32A5.8,242.140201,3.183852972,3.189907906,0.240830105,11.97463654,4.83E-33,2.30E-32
F38A5.6,4.685896337,1.466000152,1.514247207,0.975318115,1.195507531,0.231888795,0.276575499
F10E7.7,9733.912026,1.349068655,1.34940658,0.087633701,11.97106416,5.04E-33,2.40E-32
F58G6.5,335.6896601,2.203546634,2.205369747,0.159193796,11.95741721,5.94E-33,2.83E-32
T15B7.1,1237.785065,1.815698766,1.816650632,0.12675973,11.95725779,5.95E-33,2.83E-32
F25B3.4,109.5060293,5.727143011,5.767148421,0.453920689,11.95614817,6.03E-33,2.87E-32
F38A6.4,2.334974716,-1.041361105,-1.120662748,1.422374667,-0.521213659,0.60221794,0.664849341
F38A6.5,10.21020801,-4.82648225,-5.104601544,1.221440091,-3.70585695,0.000210677,0.000365049
F38B2.1,174.6028564,-6.086520375,-6.288852937,0.984600534,-5.877023397,4.18E-09,9.76E-09
F38B2.4,102.3686036,-5.969078147,-6.044309861,0.60893174,-9.309874606,1.28E-20,4.47E-20
F38B2.6,6.51350477,-5.132031467,-5.460767869,1.318677438,-3.664301313,0.000248015,0.000427186
C49A9.4,130.9873029,2.746769156,2.750524395,0.204715646,11.95203791,6.34E-33,3.01E-32
B0212.4,124.4609931,3.481416451,3.48947653,0.266191768,11.95159591,6.37E-33,3.03E-32
F38B6.6,3.457941764,-4.174592173,-4.543822997,1.51778446,-2.552794731,0.010686245,0.015660018
R07C12.2,154.4329233,3.245433154,3.25184921,0.246513014,11.94838804,6.62E-33,3.14E-32
F38B7.2,3.651945907,-3.274994311,-3.553089095,1.429884839,-2.080583156,0.037472077,0.051381951
K04A8.5,102.4800808,4.494349205,4.512606594,0.351119771,11.94563663,6.84E-33,3.25E-32
F38B7.5,171.2765469,-5.980664695,-6.027539782,0.48177543,-11.79110503,4.34E-32,2.02E-31
F38C2.5,5.610244752,-4.833080179,-5.252140379,1.506535477,-3.008943531,0.002621578,0.004105587
F38C2.7,5.915335217,-4.940719823,-5.330233952,1.445864301,-3.209651017,0.001328962,0.002143956
F38E1.5,1.50986895,-2.976805828,-3.35338155,1.758456276,-1.52224759,0.127947055,0.160885242
F38E1.7,693.9053532,-7.11350711,-7.142613517,0.351291098,-19.39561563,8.40E-84,1.05E-82
K09E10.1,98.29211209,4.098607188,4.112207373,0.318005027,11.94511681,6.89E-33,3.27E-32
F38E1.9,362.7989998,-0.854639997,-0.855318023,0.155788293,-3.560216149,0.00037055,0.00062873
R11D1.11,275.4240245,2.498100349,2.50087419,0.184070158,11.94164429,7.18E-33,3.40E-32
C44B7.7,162.9542242,2.855870167,2.86016351,0.214261771,11.92872699,8.38E-33,3.97E-32
F38E11.3,49.56136326,-0.072218928,-0.072529564,0.360953226,0,1,1
C15C7.5,708.9412783,2.562009297,2.565031569,0.189854133,11.91445905,9.95E-33,4.70E-32
F38E11.5,2203.228342,-0.030900546,-0.030908487,0.088485751,0,1,1
F38E11.6,13.88693884,0.068972239,0.069660452,0.55049856,0,1,1
F38E11.7,5.765449805,-4.958426291,-5.288186712,1.341063537,-3.473680525,0.000513372,0.000860062
C32H11.10,300.5395124,9.739106707,9.963122854,0.792268925,11.91401859,1.00E-32,4.73E-32
F38E9.1,106.6591825,0.174206149,0.174474005,0.217361825,0,1,1
F38E9.2,42.85086609,0.225503258,0.226481943,0.3621733,0,1,1
ZC196.2,80.73537268,4.81474311,4.837716443,0.379056667,11.91047013,1.04E-32,4.93E-32
F38E9.6,2.379117664,-3.613257244,-4.001033576,1.645214935,-2.013875011,0.044022658,0.059763341
F38G1.1,1.463297814,-2.887719593,-3.303010918,1.847670907,-1.400530572,0.161354495,0.199372984
F38G1.3,5.024528285,-4.749806822,-5.085553714,1.377415939,-3.230546923,0.001235536,0.001998141
F38H12.3,19.9255096,-5.017115958,-5.212470135,1.022952482,-4.611275733,4.00E-06,7.83E-06
F38H4.10,124.6592983,-0.820847847,-0.822155975,0.22072643,-2.359698593,0.018289788,0.026124655
F38H4.2,8.164952068,-5.385478566,-5.795631568,1.424434617,-3.570173389,0.000356745,0.00060616
F38H4.3,6.119579594,-4.109384415,-4.368052059,1.325573258,-2.873763778,0.004056122,0.006232694
F38H4.4,5.382123912,-2.446083825,-2.635835127,1.423125558,-1.508007367,0.131552641,0.165074474
F38H4.5,10.64813927,1.329990028,1.352197021,0.701456265,1.468359581,0.142006575,0.177406987
F38H4.7,331.1396702,-1.059992107,-1.060695818,0.142652051,-5.327593285,9.95E-08,2.16E-07
F38H4.8,164.6236386,-1.413706369,-1.415509073,0.197587489,-5.63652272,1.74E-08,3.93E-08
F38H4.9,2797.74851,0.050023928,0.050041515,0.103968012,0,1,1
H08M01.2,248.8542537,3.03524716,3.040505908,0.229684996,11.9086889,1.07E-32,5.03E-32
F39B2.1,477.9613433,-3.890005119,-3.894551919,0.188593566,-19.03567123,8.64E-81,1.02E-79
F39B2.10,2282.255235,-0.774987767,-0.775567567,0.151435991,-3.136557983,0.001709436,0.002727326
F39B2.11,355.5040202,-1.680031451,-1.681389597,0.15721193,-8.77815982,1.66E-18,5.47E-18
F39B2.2,743.3411184,0.068371934,0.06839143,0.093736142,0,1,1
ZC239.22,94.62376264,6.616247383,6.679949651,0.530585712,11.90429225,1.12E-32,5.30E-32
F39B2.4,452.4944483,-1.535273709,-1.536415052,0.150613294,-8.201624696,2.37E-16,7.33E-16
F39B2.5,89.44453802,-0.054192733,-0.054296963,0.241988487,0,1,1
F39G3.1,200.7206993,2.600036852,2.603225831,0.193478976,11.887787,1.37E-32,6.46E-32
F39B2.7,55.64659433,-1.33905185,-1.344516066,0.35130612,-2.957682175,0.003099615,0.004821846
F39B2.8,11.25084899,-3.236569148,-3.321529477,0.867469026,-3.385214987,0.000711225,0.001175974
F39B2.9,2.554264479,1.399710773,1.464979126,1.148660768,0.95738516,0.338372886,0.390844067
F39B3.2,3.368386509,-4.1413518,-4.505341786,1.513603209,-2.537885607,0.011152443,0.01631674
F39C12.1,974.1230343,0.682389737,0.683166953,0.186661619,2.048571843,0.040504,0.055266783
H22K11.4,122.4876946,2.898042005,2.902567552,0.218608457,11.88445332,1.43E-32,6.71E-32
F39C12.3,19.36680538,-5.006790897,-5.203873858,1.038934291,-4.530402872,5.89E-06,1.14E-05
F39D8.1,13.87177471,-1.16340244,-1.178221841,0.61861691,-1.395698091,0.16280543,0.201079865
ZK131.10,132.8299794,7.111181986,7.190556189,0.573740843,11.87153062,1.66E-32,7.82E-32
F39D8.3,1.391974331,-0.354206455,-0.393339069,1.684088747,-0.03218741,0.974322596,1
F46F2.2,625.9458145,1.561905236,1.562480413,0.106306755,11.87041435,1.69E-32,7.93E-32
C25F6.4,177.9181231,3.292528168,3.299412512,0.252222827,11.8646207,1.81E-32,8.49E-32
F39E9.12,2.713222263,1.684278616,1.797005347,1.340140878,1.032935148,0.301634249,0.351639088
EEED8.10,1020.457505,1.361245015,1.361601603,0.089590342,11.84552925,2.27E-32,1.06E-31
F43C9.1,83.20330004,5.284639111,5.315992091,0.421085855,11.83758383,2.50E-32,1.17E-31
F39E9.4,2.10859909,-2.325480553,-2.635775012,1.699034478,-1.192136227,0.233207834,0.277988199
F39E9.7,21.42598446,-0.044460342,-0.044973141,0.588800671,0,1,1
F39F10.3,18.69634467,-6.637763968,-6.983960714,1.202341203,-5.271185876,1.36E-07,2.91E-07
F39F10.4,7.450283243,-5.235823888,-5.661355959,1.465206317,-3.368688648,0.000755267,0.001246251
K09F6.4,92.09245124,3.359814472,3.367192104,0.25867439,11.82882645,2.77E-32,1.30E-31
F39G3.2,10.36766393,-4.83508743,-5.113696067,1.221308885,-3.713300941,0.000204573,0.000355026
F39G3.3,208.275864,0.147414232,0.147590951,0.191228725,0,1,1
R10E8.1,171.0529141,2.728397178,2.732162964,0.205344702,11.82595487,2.87E-32,1.34E-31
T09F3.1,185.3725817,2.512924363,2.515810008,0.187169422,11.82310836,2.97E-32,1.39E-31
F58A6.1,319.0626666,3.858942381,3.870393651,0.301031752,11.82248171,2.99E-32,1.40E-31
F39G3.8,18.28551151,-6.56294899,-6.947762839,1.267536133,-4.94104178,7.77E-07,1.60E-06
F39H11.1,320.6799585,-1.653447144,-1.654882192,0.162864523,-8.310263739,9.55E-17,2.99E-16
F39H11.2,394.8633922,-1.431212271,-1.432244548,0.148469759,-7.619142632,2.55E-14,7.38E-14
F39H11.3,339.102502,-1.369728875,-1.370584476,0.138430442,-7.727555172,1.10E-14,3.21E-14
F39H11.5,1274.215983,-0.811591529,-0.811895627,0.107157332,-4.774209264,1.80E-06,3.61E-06
F39H12.1,55.42072845,0.108944367,0.109262546,0.299090524,0,1,1
Y53G8B.4,525.2642121,1.612307705,1.612956454,0.111038026,11.81854322,3.13E-32,1.46E-31
F39H12.3,39.22266176,-6.774500093,-7.084291409,1.119115579,-5.785372141,7.24E-09,1.67E-08
F39H12.4,5.941013887,-4.91213049,-5.336301625,1.504104303,-3.06636347,0.002166797,0.003420786
F39H2.1,24.09702459,-6.994687845,-7.349815425,1.187739588,-5.636494662,1.74E-08,3.93E-08
F39H2.2,253.8080793,-1.484224301,-1.485541419,0.164597698,-7.194658966,6.26E-13,1.72E-12
F39H2.3,235.7037435,-1.017830614,-1.018899354,0.179677103,-3.995114584,6.47E-05,0.000116979
F39H2.4,79.55540557,-5.803293027,-5.892177733,0.660775558,-8.328536011,8.18E-17,2.57E-16
F39H2.5,184.9022794,-3.093155663,-3.098133443,0.221489771,-12.61076597,1.84E-36,9.48E-36
R03D7.1,4241.77144,1.525452276,1.525988953,0.103839052,11.80145866,3.84E-32,1.79E-31
F40A3.2,56.42281826,-5.092624546,-5.159981362,0.623274692,-7.68942588,1.48E-14,4.30E-14
F40A3.3,682.6093122,0.251176503,0.251307569,0.126401929,0,1,1
F40A3.4,1.219232481,-1.669973679,-1.869839551,1.77304965,-0.772665153,0.439720575,0.496988748
F40A3.5,8.625155858,-5.521723165,-5.863460581,1.298500309,-4.02134919,5.79E-05,0.000104998
F40A3.6,49.55846911,-4.930837731,-5.003756938,0.663544508,-6.978940635,2.97E-12,7.97E-12
F54F3.4,282.6240487,2.872910489,2.877376494,0.218080911,11.79796284,4.00E-32,1.86E-31
F40B1.1,1.647768554,-3.053792239,-3.46933016,1.808228561,-1.522922654,0.127778057,0.160742639
